ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
3130	"gene-Nek10"	"Nek10"	chrNC_000080.7	-	7457703	7463127	7457703	7460304	7462928	7463127
3131	"gene-Gm34654"	"Gm34654"	chrNC_000075.7	-	77716432	77717907	77716432	77716582	77716855	77717907
3132	"gene-Cyth2"	"Cyth2"	chrNC_000073.7	-	45458153	45459662	45458153	45458156	45459550	45459662
3133	"gene-Gm34194"	"Gm34194"	chrNC_000067.7	-	88928917	88930856	88928917	88929138	88930733	88930856
3134	"gene-Gm34194"	"Gm34194"	chrNC_000067.7	-	88928917	88930865	88928917	88929703	88930733	88930865
3135	"gene-Gm30364"	"Gm30364"	chrNC_000072.7	+	91102020	91102738	91102020	91102178	91102644	91102738
3136	"gene-Gm2065"	"Gm2065"	chrNC_000075.7	+	82994317	82996751	82994317	82994819	82996316	82996751
3137	"gene-Hmgn3"	"Hmgn3"	chrNC_000075.7	-	82991994	82992927	82991994	82992482	82992743	82992927
3138	"gene-Gm52507"	"Gm52507"	chrNC_000068.8	+	33650710	33653717	33650710	33650879	33653592	33653717
3139	"gene-B3galnt2"	"B3galnt2"	chrNC_000079.7	+	14171477	14173688	14171477	14171637	14172939	14173688
3140	"gene-B3galnt2"	"B3galnt2"	chrNC_000079.7	+	14171477	14173688	14171477	14171637	14172963	14173688
3141	"gene-9330154J02Rik"	"9330154J02Rik"	chrNC_000075.7	-	85702353	85705178	85702353	85703091	85705017	85705178
3142	"gene-Dop1a"	"Dop1a"	chrNC_000075.7	+	86430853	86432220	86430853	86430909	86432055	86432220
3143	"gene-Dop1a"	"Dop1a"	chrNC_000075.7	+	86430853	86433828	86430853	86432220	86433698	86433828
3144	"gene-Evc"	"Evc"	chrNC_000071.7	-	37468875	37470882	37468875	37469086	37470772	37470882
3145	"gene-Zic1"	"Zic1"	chrNC_000075.7	-	91246088	91247821	91246088	91247394	91247789	91247821
3146	"gene-Gm31588"	"Gm31588"	chrNC_000075.7	-	92107751	92114186	92107751	92107928	92109216	92114186
3147	"gene-Szt2"	"Szt2"	chrNC_000070.7	-	118255310	118256359	118255310	118255452	118256227	118256359
3148	"gene-Gm32133"	"Gm32133"	chrNC_000075.7	-	95320031	95322488	95320031	95320209	95320370	95322488
3149	"gene-Gm32935"	"Gm32935"	chrNC_000078.7	+	106495120	106496076	106495120	106495680	106496003	106496076
3150	"gene-Gm7072"	"Gm7072"	chrNC_000083.7	-	22508749	22509731	22508749	22508876	22509669	22509731
3151	"gene-Gm40537"	"Gm40537"	chrNC_000078.7	-	88936175	88973860	88936175	88936293	88939323	88973860
3152	"gene-Zfp668"	"Zfp668"	chrNC_000073.7	-	127472944	127473930	127472944	127473095	127473848	127473930
3153	"gene-Zfp668"	"Zfp668"	chrNC_000073.7	-	127472944	127473930	127472944	127473099	127473848	127473930
3154	"gene-Cdv3"	"Cdv3"	chrNC_000075.7	-	103230300	103233228	103230300	103232512	103233225	103233228
3155	"gene-Gm30064"	"Gm30064"	chrNC_000082.7	+	44350735	44353797	44350735	44351764	44352689	44353797
3156	"gene-Gm30064"	"Gm30064"	chrNC_000082.7	+	44350735	44353797	44350735	44351880	44352689	44353797
3157	"gene-Gm30064"	"Gm30064"	chrNC_000082.7	+	44350735	44353797	44350735	44352824	44353682	44353797
3158	"gene-Dvl3"	"Dvl3"	chrNC_000082.7	+	20349829	20352760	20349829	20350240	20351033	20352760
3159	"gene-Aste1"	"Aste1"	chrNC_000075.7	+	105273743	105275057	105273743	105273904	105273996	105275057
3160	"gene-Glyctk"	"Glyctk"	chrNC_000075.7	-	106034687	106035337	106034687	106035103	106035239	106035337
3161	"gene-Kif14"	"Kif14"	chrNC_000067.7	+	136483329	136483676	136483329	136483356	136483488	136483676
3162	"gene-Kcnc2"	"Kcnc2"	chrNC_000076.7	+	112299895	112302209	112299895	112299990	112301037	112302209
3163	"gene-4930429P21Rik"	"4930429P21Rik"	chrNC_000075.7	-	107228412	107228690	107228412	107228517	107228615	107228690
3164	"gene-Zfp641"	"Zfp641"	chrNC_000081.7	-	98183465	98187101	98183465	98186263	98186294	98187101
3165	"gene-Zfp641"	"Zfp641"	chrNC_000081.7	-	98191500	98194395	98191500	98191709	98191841	98194395
3166	"gene-Gm34037"	"Gm34037"	chrNC_000075.7	-	107351364	107363271	107351364	107362324	107363005	107363271
3167	"gene-Gm34037"	"Gm34037"	chrNC_000075.7	-	107351364	107363271	107351364	107362359	107363005	107363271
3168	"gene-Zmynd10"	"Zmynd10"	chrNC_000075.7	+	107424502	107425107	107424502	107424694	107424998	107425107
3169	"gene-Zmynd10"	"Zmynd10"	chrNC_000075.7	+	107424502	107425107	107424502	107424747	107424998	107425107
3170	"gene-Zmynd10"	"Zmynd10"	chrNC_000075.7	+	107424502	107425107	107424502	107424843	107424998	107425107
3171	"gene-Zmynd10"	"Zmynd10"	chrNC_000075.7	+	107426226	107426567	107426226	107426364	107426478	107426567
3172	"gene-Cdk11b"	"Cdk11b"	chrNC_000070.7	+	155709987	155710230	155709987	155710111	155710183	155710230
3173	"gene-Sectm1b"	"Sectm1b"	chrNC_000077.7	-	120954021	120954377	120954021	120954129	120954342	120954377
3174	"gene-Sectm1b"	"Sectm1b"	chrNC_000077.7	-	120954021	120954377	120954021	120954129	120954367	120954377
3175	"gene-Sema3f"	"Sema3f"	chrNC_000075.7	-	107559523	107560892	107559523	107560038	107560758	107560892
3176	"gene-Gm51690"	"Gm51690"	chrNC_000075.7	+	107591554	107595114	107591554	107592601	107593118	107595114
3177	"gene-Mon1a"	"Mon1a"	chrNC_000075.7	+	107778393	107779159	107778393	107778695	107778936	107779159
3178	"gene-Fam184a"	"Fam184a"	chrNC_000076.7	-	53509130	53510491	53509130	53509811	53510397	53510491
3179	"gene-Gpx1"	"Gpx1"	chrNC_000075.7	+	108216278	108216757	108216278	108216515	108216619	108216757
3180	"gene-Dalrd3"	"Dalrd3"	chrNC_000075.7	+	108448980	108449316	108448980	108449063	108449139	108449316
3181	"gene-Dalrd3"	"Dalrd3"	chrNC_000075.7	+	108448980	108449496	108448980	108449063	108449385	108449496
3182	"gene-Dalrd3"	"Dalrd3"	chrNC_000075.7	+	108448980	108449496	108448980	108449316	108449385	108449496
3183	"gene-Dalrd3"	"Dalrd3"	chrNC_000075.7	+	108449591	108449972	108449591	108449660	108449749	108449972
3184	"gene-Ip6k2"	"Ip6k2"	chrNC_000075.7	+	108673262	108673771	108673262	108673595	108673739	108673771
3185	"gene-Shisa5"	"Shisa5"	chrNC_000075.7	+	108880224	108880521	108880224	108880296	108880431	108880521
3186	"gene-Shisa5"	"Shisa5"	chrNC_000075.7	+	108880224	108880521	108880224	108880301	108880431	108880521
3187	"gene-Shisa5"	"Shisa5"	chrNC_000075.7	+	108880224	108880521	108880224	108880296	108880434	108880521
3188	"gene-Shisa5"	"Shisa5"	chrNC_000075.7	+	108880224	108880521	108880224	108880322	108880434	108880521
3189	"gene-Shisa5"	"Shisa5"	chrNC_000075.7	+	108880224	108880521	108880224	108880353	108880434	108880521
3190	"gene-Zfp280c"	"Zfp280c"	chrNC_000086.8	-	47680549	47682475	47680549	47680638	47681276	47682475
3191	"gene-Zfp280c"	"Zfp280c"	chrNC_000086.8	-	47680549	47682475	47680549	47680638	47682390	47682475
3192	"gene-Mlh1"	"Mlh1"	chrNC_000075.7	-	111059310	111060133	111059310	111059702	111059917	111060133
3193	"gene-Mlh1"	"Mlh1"	chrNC_000075.7	-	111059310	111060133	111059310	111059403	111059968	111060133
3194	"gene-Mlh1"	"Mlh1"	chrNC_000075.7	-	111059310	111060133	111059310	111059702	111059968	111060133
3195	"gene-Arpp21"	"Arpp21"	chrNC_000075.7	-	111984485	111986385	111984485	111984584	111986294	111986385
3196	"gene-Arpp21"	"Arpp21"	chrNC_000075.7	-	111984485	111986385	111984485	111984587	111986294	111986385
3197	"gene-Arpp21"	"Arpp21"	chrNC_000075.7	-	112016657	112016997	112016657	112016834	112016928	112016997
3198	"gene-Gm33487"	"Gm33487"	chrNC_000078.7	-	72474023	72479092	72474023	72474267	72474586	72479092
3199	"gene-Gm33487"	"Gm33487"	chrNC_000078.7	-	72474023	72479092	72474023	72474267	72476451	72479092
3200	"gene-Eif2b4"	"Eif2b4"	chrNC_000071.7	-	31349925	31350483	31349925	31349969	31350336	31350483
3201	"gene-Eif2b4"	"Eif2b4"	chrNC_000071.7	-	31349925	31350483	31349925	31350114	31350336	31350483
3202	"gene-Cnot10"	"Cnot10"	chrNC_000075.7	-	114426546	114427903	114426546	114426674	114426862	114427903
3203	"gene-Cnot10"	"Cnot10"	chrNC_000075.7	-	114426546	114427903	114426546	114426674	114427772	114427903
3204	"gene-Cnot10"	"Cnot10"	chrNC_000075.7	-	114426862	114427903	114426862	114426898	114427772	114427903
3205	"gene-Pan2"	"Pan2"	chrNC_000076.7	+	128150051	128150423	128150051	128150185	128150316	128150423
3206	"gene-Pan2"	"Pan2"	chrNC_000076.7	+	128150051	128150423	128150051	128150197	128150316	128150423
3207	"gene-Pan2"	"Pan2"	chrNC_000076.7	+	128154031	128154907	128154031	128154211	128154813	128154907
3208	"gene-Pan2"	"Pan2"	chrNC_000076.7	+	128154031	128154907	128154031	128154234	128154813	128154907
3209	"gene-D730003K21Rik"	"D730003K21Rik"	chrNC_000075.7	+	116168069	116168727	116168069	116168203	116168299	116168727
3210	"gene-Actr8"	"Actr8"	chrNC_000080.7	+	29713548	29715176	29713548	29713712	29714917	29715176
3211	"gene-Gm26614"	"Gm26614"	chrNC_000075.7	+	117687463	117703518	117687463	117689085	117690153	117703518
3212	"gene-Gm33460"	"Gm33460"	chrNC_000075.7	-	118315311	118316409	118315311	118315967	118316237	118316409
3213	"gene-Cenpx"	"Cenpx"	chrNC_000077.7	-	120602528	120602721	120602528	120602582	120602669	120602721
3214	"gene-Cenpx"	"Cenpx"	chrNC_000077.7	-	120602528	120602721	120602528	120602582	120602715	120602721
3215	"gene-Xirp1"	"Xirp1"	chrNC_000075.7	-	119842820	119848882	119842820	119845100	119845491	119848882
3216	"gene-Baz1b"	"Baz1b"	chrNC_000071.7	+	135233843	135238018	135233843	135234045	135237896	135238018
3217	"gene-Csmd2"	"Csmd2"	chrNC_000070.7	+	128457801	128461459	128457801	128458017	128458812	128461459
3218	"gene-Nktr"	"Nktr"	chrNC_000075.7	+	121556381	121558746	121556381	121556456	121558701	121558746
3219	"gene-Nktr"	"Nktr"	chrNC_000075.7	+	121559062	121560631	121559062	121559090	121560543	121560631
3220	"gene-Nktr"	"Nktr"	chrNC_000075.7	+	121581862	121582158	121581862	121581893	121582053	121582158
3221	"gene-Nktr"	"Nktr"	chrNC_000075.7	+	121581862	121582158	121581862	121581893	121582056	121582158
3222	"gene-Gm47113"	"Gm47113"	chrNC_000075.7	+	121698568	121699008	121698568	121698875	121698947	121699008
3223	"gene-Gm26797"	"Gm26797"	chrNC_000075.7	-	122137639	122139994	122137639	122137805	122139651	122139994
3224	"gene-Zfp445"	"Zfp445"	chrNC_000075.7	-	122683771	122686226	122683771	122683882	122686131	122686226
3225	"gene-Zfp445"	"Zfp445"	chrNC_000075.7	-	122683771	122686226	122683771	122683882	122686167	122686226
3226	"gene-Ppp2r3d"	"Ppp2r3d"	chrNC_000075.7	+	124198703	124199238	124198703	124198778	124199151	124199238
3227	"gene-Gm40591"	"Gm40591"	chrNC_000076.7	-	4025662	4028101	4025662	4026330	4027542	4028101
3228	"gene-Gm40591"	"Gm40591"	chrNC_000076.7	-	4034579	4035056	4034579	4034697	4034919	4035056
3229	"gene-Gm32771"	"Gm32771"	chrNC_000085.7	-	38255306	38256629	38255306	38255362	38256548	38256629
3230	"gene-Gm32771"	"Gm32771"	chrNC_000085.7	-	38255306	38256972	38255306	38256629	38256875	38256972
3231	"gene-Gm32771"	"Gm32771"	chrNC_000085.7	-	38257691	38260784	38257691	38257779	38260695	38260784
3232	"gene-Gm38942"	"Gm38942"	chrNC_000077.7	+	86758341	86758777	86758341	86758440	86758548	86758777
3233	"gene-Pcmt1"	"Pcmt1"	chrNC_000076.7	-	7556246	7556922	7556246	7556401	7556670	7556922
3234	"gene-Hsd3b7"	"Hsd3b7"	chrNC_000073.7	+	127401005	127401285	127401005	127401114	127401185	127401285
3235	"gene-Cfap92"	"Cfap92"	chrNC_000072.7	-	87699675	87700039	87699675	87699755	87700005	87700039
3236	"gene-Srrt"	"Srrt"	chrNC_000071.7	-	137298505	137299909	137298505	137298675	137299579	137299909
3237	"gene-Srrt"	"Srrt"	chrNC_000071.7	-	137298505	137300576	137298505	137298675	137300387	137300576
3238	"gene-Srrt"	"Srrt"	chrNC_000071.7	-	137298505	137300576	137298505	137299909	137300387	137300576
3239	"gene-Srrt"	"Srrt"	chrNC_000071.7	-	137298505	137300576	137298505	137300196	137300387	137300576
3240	"gene-Pcare"	"Pcare"	chrNC_000083.7	-	72056049	72059904	72056049	72056267	72057728	72059904
3241	"gene-Gm32543"	"Gm32543"	chrNC_000076.7	-	17534981	17537586	17534981	17537348	17537474	17537586
3242	"gene-LOC118567828"	"LOC118567828"	chrNC_000076.7	+	18124143	18130495	18124143	18124506	18124730	18130495
3243	"gene-Gm39673"	"Gm39673"	chrNC_000077.7	-	31661518	31662490	31661518	31661632	31661799	31662490
3244	"gene-Atg4c"	"Atg4c"	chrNC_000070.7	+	99166834	99167303	99166834	99167014	99167225	99167303
3245	"gene-Gm30604"	"Gm30604"	chrNC_000071.7	-	118512023	118512574	118512023	118512101	118512413	118512574
3246	"gene-Gm30604"	"Gm30604"	chrNC_000071.7	-	118515661	118517708	118515661	118515830	118517500	118517708
3247	"gene-Gm26740"	"Gm26740"	chrNC_000076.7	-	22062183	22062723	22062183	22062338	22062657	22062723
3248	"gene-Gm26740"	"Gm26740"	chrNC_000076.7	-	22062183	22062723	22062183	22062385	22062657	22062723
3249	"gene-Gm26740"	"Gm26740"	chrNC_000076.7	-	22085861	22095670	22085861	22086128	22087879	22095670
3250	"gene-Gm46216"	"Gm46216"	chrNC_000076.7	+	22483329	22483781	22483329	22483561	22483645	22483781
3251	"gene-Eya4"	"Eya4"	chrNC_000076.7	-	23225659	23226381	23225659	23225788	23225913	23226381
3252	"gene-Epb41l2"	"Epb41l2"	chrNC_000076.7	+	25377721	25378036	25377721	25377809	25377903	25378036
3253	"gene-Tmprss9"	"Tmprss9"	chrNC_000076.7	+	80733677	80734155	80733677	80733940	80734018	80734155
3254	"gene-Gm30767"	"Gm30767"	chrNC_000070.7	+	135010377	135010890	135010377	135010558	135010676	135010890
3255	"gene-Kifc2"	"Kifc2"	chrNC_000081.7	+	76544539	76544965	76544539	76544841	76544907	76544965
3256	"gene-Kifc2"	"Kifc2"	chrNC_000081.7	+	76546794	76547096	76546794	76546872	76546981	76547096
3257	"gene-Kifc2"	"Kifc2"	chrNC_000081.7	+	76546794	76547096	76546794	76546872	76547032	76547096
3258	"gene-Kifc2"	"Kifc2"	chrNC_000081.7	+	76546794	76547096	76546794	76546872	76547038	76547096
3259	"gene-Kifc2"	"Kifc2"	chrNC_000081.7	+	76546794	76547096	76546794	76546872	76547041	76547096
3260	"gene-Gm36628"	"Gm36628"	chrNC_000076.7	-	123045230	123045873	123045230	123045358	123045708	123045873
3261	"gene-Gm46959"	"Gm46959"	chrNC_000072.7	+	50991396	50992769	50991396	50992407	50992631	50992769
3262	"gene-Zfp950"	"Zfp950"	chrNC_000085.7	-	61103419	61106165	61103419	61105726	61106062	61106165
3263	"gene-Zfp950"	"Zfp950"	chrNC_000085.7	-	61106664	61108890	61106664	61106785	61108756	61108890
3264	"gene-Zfp950"	"Zfp950"	chrNC_000085.7	-	61106664	61108890	61106664	61106788	61108756	61108890
3265	"gene-Hddc2"	"Hddc2"	chrNC_000076.7	+	31189400	31189694	31189400	31189479	31189559	31189694
3266	"gene-Frk"	"Frk"	chrNC_000076.7	+	34359395	34360365	34359395	34359584	34359740	34360365
3267	"gene-Frk"	"Frk"	chrNC_000076.7	+	34359395	34360365	34359395	34359584	34359744	34360365
3268	"gene-Ccn6"	"Ccn6"	chrNC_000076.7	-	39046721	39049484	39046721	39048797	39049092	39049484
3269	"gene-Gm4151"	"Gm4151"	chrNC_000080.7	+	63581390	63583111	63581390	63581476	63582188	63583111
3270	"gene-Gm30810"	"Gm30810"	chrNC_000081.7	-	94963865	94969257	94963865	94965365	94968455	94969257
3271	"gene-Gm30810"	"Gm30810"	chrNC_000081.7	-	94963865	94969257	94963865	94968544	94969011	94969257
3272	"gene-Gm30810"	"Gm30810"	chrNC_000081.7	-	94963865	94969257	94963865	94968544	94969168	94969257
3273	"gene-Gm30810"	"Gm30810"	chrNC_000081.7	-	94969856	94971831	94969856	94969955	94971709	94971831
3274	"gene-A230103J11Rik"	"A230103J11Rik"	chrNC_000074.7	-	85779788	85781449	85779788	85781105	85781294	85781449
3275	"gene-Gm47425"	"Gm47425"	chrNC_000076.7	-	118573408	118573935	118573408	118573681	118573848	118573935
3276	"gene-Snrnp70"	"Snrnp70"	chrNC_000073.7	-	45030140	45032608	45030140	45030242	45031248	45032608
3277	"gene-Gm34857"	"Gm34857"	chrNC_000083.7	+	44360916	44377173	44360916	44363254	44363585	44377173
3278	"gene-Gm34857"	"Gm34857"	chrNC_000083.7	+	44360916	44377173	44360916	44363254	44375819	44377173
3279	"gene-Gm34857"	"Gm34857"	chrNC_000083.7	+	44360916	44377173	44360916	44363975	44375819	44377173
3280	"gene-Ajm1"	"Ajm1"	chrNC_000068.8	-	25465427	25470165	25465427	25469967	25470051	25470165
3281	"gene-Gm30641"	"Gm30641"	chrNC_000084.7	+	68715698	68719409	68715698	68715941	68719175	68719409
3282	"gene-Gm26947"	"Gm26947"	chrNC_000076.7	+	60772156	60773741	60772156	60772203	60772381	60773741
3283	"gene-Ythdc1"	"Ythdc1"	chrNC_000071.7	+	86975813	86977338	86975813	86975980	86976366	86977338
3284	"gene-Atf4"	"Atf4"	chrNC_000081.7	+	80139384	80139886	80139384	80139485	80139768	80139886
3285	"gene-Aifm2"	"Aifm2"	chrNC_000076.7	+	61572361	61574432	61572361	61572537	61574177	61574432
3286	"gene-Aifm2"	"Aifm2"	chrNC_000076.7	+	61572361	61574432	61572361	61572589	61574177	61574432
3287	"gene-Cnot3"	"Cnot3"	chrNC_000073.7	+	3648245	3649064	3648245	3648583	3648991	3649064
3288	"gene-Atoh7"	"Atoh7"	chrNC_000076.7	+	62935563	62937059	62935563	62936315	62936514	62937059
3289	"gene-Idua"	"Idua"	chrNC_000071.7	+	108828260	108828616	108828260	108828363	108828436	108828616
3290	"gene-Gm41127"	"Gm41127"	chrNC_000080.7	-	31862387	31865302	31862387	31864851	31865166	31865302
3291	"gene-Gm51767"	"Gm51767"	chrNC_000076.7	-	63108587	63111203	63108587	63108942	63111111	63111203
3292	"gene-Sppl2a"	"Sppl2a"	chrNC_000068.8	-	126732310	126736206	126732310	126736025	126736063	126736206
3293	"gene-Sppl2a"	"Sppl2a"	chrNC_000068.8	-	126732310	126736206	126732310	126736024	126736067	126736206
3294	"gene-Sppl2a"	"Sppl2a"	chrNC_000068.8	-	126732310	126736206	126732310	126736024	126736071	126736206
3295	"gene-Sppl2a"	"Sppl2a"	chrNC_000068.8	-	126732310	126736206	126732310	126736025	126736071	126736206
3296	"gene-Gm53602"	"Gm53602"	chrNC_000076.7	+	66700323	66701211	66700323	66700994	66701093	66701211
3297	"gene-Rptor"	"Rptor"	chrNC_000077.7	+	119731730	119732525	119731730	119732164	119732297	119732525
3298	"gene-Gm32176"	"Gm32176"	chrNC_000076.7	+	67346566	67347250	67346566	67346704	67346890	67347250
3299	"gene-Gm34808"	"Gm34808"	chrNC_000085.7	-	26472229	26473160	26472229	26472360	26473040	26473160
3300	"gene-Gm34776"	"Gm34776"	chrNC_000076.7	-	72807224	72808978	72807224	72807292	72808759	72808978
3301	"gene-Pcdh15"	"Pcdh15"	chrNC_000076.7	+	74466342	74471480	74466342	74468025	74471461	74471480
3302	"gene-Pcdh15"	"Pcdh15"	chrNC_000076.7	+	74466342	74473027	74466342	74471480	74472991	74473027
3303	"gene-Serpina3b"	"Serpina3b"	chrNC_000078.7	+	104104887	104105805	104104887	104105035	104105415	104105805
3304	"gene-Rab36"	"Rab36"	chrNC_000076.7	+	74872726	74874352	74872726	74873153	74874189	74874352
3305	"gene-Rab36"	"Rab36"	chrNC_000076.7	+	74872726	74874352	74872726	74873315	74874189	74874352
3306	"gene-Rab36"	"Rab36"	chrNC_000076.7	+	74872726	74874352	74872726	74873153	74874264	74874352
3307	"gene-Rab36"	"Rab36"	chrNC_000076.7	+	74872726	74874352	74872726	74873315	74874271	74874352
3308	"gene-Cabin1"	"Cabin1"	chrNC_000076.7	-	75551432	75553532	75551432	75551584	75553271	75553532
3309	"gene-Gm867"	"Gm867"	chrNC_000076.7	-	75773552	75775165	75773552	75774190	75774995	75775165
3310	"gene-Pip4k2c"	"Pip4k2c"	chrNC_000076.7	-	127032935	127035013	127032935	127034617	127034913	127035013
3311	"gene-Zmym6"	"Zmym6"	chrNC_000070.7	+	126971175	126972339	126971175	126971393	126972200	126972339
3312	"gene-Zmym6"	"Zmym6"	chrNC_000070.7	+	127016141	127018167	127016141	127016338	127016634	127018167
3313	"gene-Cntn3"	"Cntn3"	chrNC_000072.7	-	102180792	102181027	102180792	102180902	102180989	102181027
3314	"gene-Trpm2"	"Trpm2"	chrNC_000076.7	-	77752198	77753642	77752198	77752205	77753540	77753642
3315	"gene-Trpm2"	"Trpm2"	chrNC_000076.7	-	77773625	77773976	77773625	77773815	77773895	77773976
3316	"gene-Gm40713"	"Gm40713"	chrNC_000076.7	-	79637757	79641989	79637757	79637950	79638204	79641989
3317	"gene-Gm40713"	"Gm40713"	chrNC_000076.7	-	79637757	79641989	79637757	79638316	79641670	79641989
3318	"gene-Kiss1r"	"Kiss1r"	chrNC_000076.7	+	79757385	79758107	79757385	79757883	79758046	79758107
3319	"gene-Gps1"	"Gps1"	chrNC_000077.7	+	120679287	120679928	120679287	120679422	120679495	120679928
3320	"gene-Dph3"	"Dph3"	chrNC_000080.7	-	31802473	31805203	31802473	31803226	31805125	31805203
3321	"gene-Cirbp"	"Cirbp"	chrNC_000076.7	+	80006527	80007489	80006527	80006598	80006815	80007489
3322	"gene-Cirbp"	"Cirbp"	chrNC_000076.7	+	80006527	80007489	80006527	80006607	80006815	80007489
3323	"gene-Ppp4r4"	"Ppp4r4"	chrNC_000078.7	+	103579066	103580098	103579066	103579251	103579711	103580098
3324	"gene-Morc4"	"Morc4"	chrNC_000086.8	-	138722383	138724162	138722383	138723577	138723878	138724162
3325	"gene-Strbp"	"Strbp"	chrNC_000068.8	-	37467490	37470818	37467490	37469480	37470684	37470818
3326	"gene-Strbp"	"Strbp"	chrNC_000068.8	-	37467490	37470818	37467490	37469761	37470684	37470818
3327	"gene-Strbp"	"Strbp"	chrNC_000068.8	-	37467490	37470818	37467490	37469814	37470684	37470818
3328	"gene-Strbp"	"Strbp"	chrNC_000068.8	-	37467490	37471716	37467490	37470818	37471612	37471716
3329	"gene-Tvp23a"	"Tvp23a"	chrNC_000082.7	-	10264793	10265226	10264793	10264873	10265088	10265226
3330	"gene-Rexo1"	"Rexo1"	chrNC_000076.7	-	80378398	80378857	80378398	80378658	80378741	80378857
3331	"gene-Rexo1"	"Rexo1"	chrNC_000076.7	-	80384898	80386899	80384898	80385023	80385166	80386899
3332	"gene-Csnk1g2"	"Csnk1g2"	chrNC_000076.7	+	80473843	80474143	80473843	80473913	80473994	80474143
3333	"gene-Rab3il1"	"Rab3il1"	chrNC_000085.7	+	9992245	9992649	9992245	9992407	9992594	9992649
3334	"gene-Rab3il1"	"Rab3il1"	chrNC_000085.7	+	10011820	10015744	10011820	10012446	10015421	10015744
3335	"gene-Mib1"	"Mib1"	chrNC_000084.7	+	10811984	10818578	10811984	10812156	10817818	10818578
